Name|Neighborhood|Address|Date of Search
Point Loma Patient Consumer Co-Op - National City|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
Crown Collective - Chula Vista|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
Community Green|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Special Delivery - Chula vista|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Mom and Crops Collective MAC|National City/Chula Vista|BONITA, CA|07-14-2017
$100.00 Oz|National City/Chula Vista|SAN DIEGO / OCEANSIDE, CA.|07-14-2017
A Healing Approach|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
True Meds Delivery Incorporated|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
A+ Deliveries|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Fast and Friendly - (Open Late) - National City|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
Dank Remedies (OPEN LATE)|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Go Green|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Westlake Providers|National City/Chula Vista|BONITA, CALIFORNIA|07-14-2017
United So-Cal Collective|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
BOGO BOYS|National City/Chula Vista|NATIONAL CITY, CA|07-14-2017
Lucie 41|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Alpha Medic, Inc - Chula Vista / National City|National City/Chula Vista|CHULA VISTA, SOUTH BAY SD|07-14-2017
Pacific Greens|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
OG Warehouse|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
Private Reserve Deliveries|National City/Chula Vista|GASLAMP, CA|07-14-2017
Blue Dream Delivery Inc|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
The Private Reserve Lounge|National City/Chula Vista|GASLAMP, CA|07-14-2017
Dank Bud San Diego|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
San Diego Organics|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Meds on the Go|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Drop Weed|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
The Chronic Meds|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
FireHouse|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
Purple Dragon Delivery -  Chula Vista|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Modern Medicine|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Dream Tree|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
House of Ounce|National City/Chula Vista|CHULA VISTAA, CA|07-14-2017
Green Light Wellness|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
The Happier Co-Op|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
G420 Delivery Service|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Mom and Crops (MAC Collective)|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Fast and Friendly - (Open Late) - Chula Vista|National City/Chula Vista|BONITA, CA|07-14-2017
San Diego's Top Holistic Collective|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
Budee|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Budee|National City/Chula Vista|SAN DIEGO, CA|07-14-2017
World Wide Weed|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Budee|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Scissor Drifters|National City/Chula Vista|NATIONAL CITY, CA|07-14-2017
Balboa Ave Cooperative|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Stoney Overnight Delivery - Chula Vista / National City|National City/Chula Vista|CHULA VISTA, CA|07-14-2017
Alpha Medic, Inc. - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
True Meds Delivery Incorporated|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Breath of Life|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Flash Buds|Ocean Beach|SAN DIEGO, CA|07-14-2017
Left Coast Collective - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
THC The House Collective|Ocean Beach|SAN DIEGO, CA|07-14-2017
Pakalolo Sunshine|Ocean Beach|SAN DIEGO, CALIFORNIA|07-14-2017
Luckys Health Group Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Always Greenest- Superior Quality|Ocean Beach|SAN DIEGO, CA|07-14-2017
Tree of Life|Ocean Beach|SAN DIEGO, CA|07-14-2017
TigerLily Bakes (2)|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Special Delivery - Ocean Beach|Ocean Beach|OCEAN BEACH, CA|07-14-2017
WEEDRIVE|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Exclusive Dank Collective|Ocean Beach|SAN DIEGO, CA|07-14-2017
Dank Remedies (OPEN LATE)|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Fast and Friendly - (Open Late) - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
APC - Alternative Patient Care #4|Ocean Beach|SAN DIEGO, CALIFORNIA|07-14-2017
A Green Alternative Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Cannaprise|Ocean Beach|SAN DIEGO, CA|07-14-2017
Weedfellas|Ocean Beach|OCEAN BEACH, CA|07-14-2017
SoCal AMC|Ocean Beach|SAN DIEGO, CA|07-14-2017
Pacific Greens|Ocean Beach|POINT LOMA, CA|07-14-2017
Holy Smokes Delivery|Ocean Beach|SAN DIEGO, CA|07-14-2017
A Friend Indeed|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Fast Grass|Ocean Beach|SAN DIEGO, CA|07-14-2017
The Chronic Meds|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Releaf Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
The Herbal Express|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Kings Kannabis|Ocean Beach|POINT LOMA, CA|07-14-2017
Affordable Ounces & More|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Anodized Group|Ocean Beach|SAN DIEGO, CA|07-14-2017
Cali Coastal Collective - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
Budzilla - Ocean Beach|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Limitless Care Collective|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Bud Club - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
COLLECTIVE SOUL|Ocean Beach|SAN DIEGO, CA|07-14-2017
Fresh SD|Ocean Beach|SAN DIEGO, CA|07-14-2017
Budz Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Budee|Ocean Beach|HAYWARD, CA|07-14-2017
Limitless Care Collective|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Stoney Overnight Delivery - Ocean Beach|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Alpha Medic, Inc. - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
True Meds Delivery Incorporated|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Breath of Life|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Flash Buds|Ocean Beach|SAN DIEGO, CA|07-14-2017
Left Coast Collective - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
THC The House Collective|Ocean Beach|SAN DIEGO, CA|07-14-2017
Pakalolo Sunshine|Ocean Beach|SAN DIEGO, CALIFORNIA|07-14-2017
Luckys Health Group Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Always Greenest- Superior Quality|Ocean Beach|SAN DIEGO, CA|07-14-2017
Tree of Life|Ocean Beach|SAN DIEGO, CA|07-14-2017
TigerLily Bakes (2)|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Special Delivery - Ocean Beach|Ocean Beach|OCEAN BEACH, CA|07-14-2017
WEEDRIVE|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Exclusive Dank Collective|Ocean Beach|SAN DIEGO, CA|07-14-2017
Dank Remedies (OPEN LATE)|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Fast and Friendly - (Open Late) - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
APC - Alternative Patient Care #4|Ocean Beach|SAN DIEGO, CALIFORNIA|07-14-2017
A Green Alternative Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Cannaprise|Ocean Beach|SAN DIEGO, CA|07-14-2017
Weedfellas|Ocean Beach|OCEAN BEACH, CA|07-14-2017
SoCal AMC|Ocean Beach|SAN DIEGO, CA|07-14-2017
Pacific Greens|Ocean Beach|POINT LOMA, CA|07-14-2017
Holy Smokes Delivery|Ocean Beach|SAN DIEGO, CA|07-14-2017
A Friend Indeed|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Fast Grass|Ocean Beach|SAN DIEGO, CA|07-14-2017
The Chronic Meds|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Releaf Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
The Herbal Express|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Kings Kannabis|Ocean Beach|POINT LOMA, CA|07-14-2017
Affordable Ounces & More|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Anodized Group|Ocean Beach|SAN DIEGO, CA|07-14-2017
Cali Coastal Collective - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
Budzilla - Ocean Beach|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Limitless Care Collective|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Bud Club - Ocean Beach|Ocean Beach|SAN DIEGO, CA|07-14-2017
COLLECTIVE SOUL|Ocean Beach|SAN DIEGO, CA|07-14-2017
Fresh SD|Ocean Beach|SAN DIEGO, CA|07-14-2017
Budz Delivery|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Budee|Ocean Beach|HAYWARD, CA|07-14-2017
Limitless Care Collective|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Stoney Overnight Delivery - Ocean Beach|Ocean Beach|OCEAN BEACH, CA|07-14-2017
Alpha Medic, Inc. - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
M Delivers - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
Left Coast Collective - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
True Meds Delivery Incorporated|Pacific Beach|SAN DIEGO, CA|07-14-2017
Pacific Greens|Pacific Beach|SAN DIEGO, CA|07-14-2017
Beach Meds|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Pakalolo Sunshine|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
OG2GO|Pacific Beach|SAN DIEGO, CA|07-14-2017
A+ Deliveries|Pacific Beach|SAN DIEGO, CA|07-14-2017
Grand Ave Wellness|Pacific Beach|SAN DIEGO, CA|07-14-2017
Special Delivery - Pacific Beach|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Luckys Health Group Delivery|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Global Greens|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
WEEDRIVE|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Nor-Cal Greens|Pacific Beach|SAN DIEGO, CA|07-14-2017
So Cal Holistic Health|Pacific Beach|SAN DIEGO, CA|07-14-2017
Cali Kush House - Pacific Beach|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
TigerLily Bakes (5)|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Exclusive Dank Collective|Pacific Beach|SAN DIEGO, CA|07-14-2017
Budzilla|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
The Nug Company|Pacific Beach|SAN DIEGO, CA|07-14-2017
Tree of Life|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Grand Ave Wellness|Pacific Beach|SAN DIEGO, CA|07-14-2017
Cali Cats Collective|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Flash Buds|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Budz Delivery|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Releaf Delivery|Pacific Beach|LA JOLLA, CA|07-14-2017
Cali Coastal Collective - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
Budz Delivery|Pacific Beach|SAN DIEGO, CA|07-14-2017
New Age Botanicals - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
World Wide Weed - Pacific Beach|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Chili Dog Deliveries|Pacific Beach|SAN DIEGO, CA|07-14-2017
Extraction - San Diego|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Dabs on Dan|Pacific Beach|SAN DIEGO, CA|07-14-2017
Bud Club - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
Anodized Group|Pacific Beach|DELIVERY, CA|07-14-2017
SoCal's Finest Flowers|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Fast and Friendly - (Open Late) - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
Fresh SD|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Limitless Care Collective|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Budee|Pacific Beach|WALNUT CREEK, CA|07-14-2017
Affordable Ounces & More|Pacific Beach|SAN DIEGO, CA|07-14-2017
Timely Holistic Care|Pacific Beach|SAN DIEGO, CA|07-14-2017
San Diego Fire|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Limitless Care Collective|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
San Diego Organics|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Left Coast Live - Pacific Beach|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
House of Ounce|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Stoney Overnight Delivery - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
Alpha Medic, Inc. - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
M Delivers - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
Left Coast Collective - Pacific Beach|Pacific Beach|SAN DIEGO, CA|07-14-2017
True Meds Delivery Incorporated|Pacific Beach|SAN DIEGO, CA|07-14-2017
Pacific Greens|Pacific Beach|SAN DIEGO, CA|07-14-2017
Beach Meds|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Pakalolo Sunshine|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
OG2GO|Pacific Beach|SAN DIEGO, CA|07-14-2017
A+ Deliveries|Pacific Beach|SAN DIEGO, CA|07-14-2017
Grand Ave Wellness|Pacific Beach|SAN DIEGO, CA|07-14-2017
Special Delivery - Pacific Beach|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Luckys Health Group Delivery|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Global Greens|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
WEEDRIVE|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Nor-Cal Greens|Pacific Beach|SAN DIEGO, CA|07-14-2017
So Cal Holistic Health|Pacific Beach|SAN DIEGO, CA|07-14-2017
Cali Kush House - Pacific Beach|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
TigerLily Bakes (5)|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
Exclusive Dank Collective|Pacific Beach|SAN DIEGO, CA|07-14-2017
Budzilla|Pacific Beach|PACIFIC BEACH, CA|07-14-2017
